customer_age,income,household_size,region_score,num_orders,avg_order_value,return_rate,days_since_last_purchase,email_click_rate,ad_exposure,coupon_used,loyalty_member,website_visits,app_sessions,cart_abandon_rate,support_calls,satisfaction_score,delivery_delay_days,preferred_color_score,random_survey_score,store_distance,newsletter_format_score,annual_revenue
56,35903.30519613641,5,3.118638579168832,8,90.46079265927116,0.1301482051720631,214,0.29853997114500497,46.49589558525702,1,0,23,11,0.1710617910896607,2,3.6716060509394377,4,5.085190316125857,2.4613005603426275,27.72299538079973,6.016687873456102,967.3976674885271
69,63051.954538008344,2,7.739913781527625,12,77.43946264033524,0.13975934308207602,70,0.04141543596141525,53.02998516135982,0,1,31,16,0.37348113435104174,3,4.86659998672845,1,7.30079026495016,79.28105616351604,16.68488857475694,6.748876816694736,1319.9448116064618
46,48654.73882073545,4,7.729214818761151,14,96.01530853479181,0.06152032677488464,216,0.21764841836629528,42.57553173663949,1,1,23,14,0.19053079559726285,0,2.561115455954209,4,6.983927849992124,0.20570207285622866,16.858245748616962,4.983550923006316,1231.8155604555325
32,38666.19435603489,5,5.212960476541389,8,72.15636877604831,0.11630221881829297,104,0.24512260161360988,34.760068532479565,0,0,23,15,0.30216266305935646,0,3.719539860419735,2,7.608418524044702,34.39130891837887,7.472265215887063,8.222832210950944,1077.5715561673057
60,50301.4067363621,4,9.760138232792135,18,73.46818345098345,0.10012511501585614,215,0.19268926979910617,23.828594185920476,0,0,17,15,0.26584795849946946,4,2.183695244250533,1,4.5745465488803525,49.45832980456698,24.18796306920174,1.833285217848828,1254.039372845732
25,43776.779945784074,4,1.2555021476265338,12,96.6223999598781,0.1904533374322205,54,0.12092290809146464,34.170137621113106,0,0,24,16,0.38930774345656916,2,2.0652492623918985,4,1.7592292933028209,81.86421885384328,39.77677124722708,3.3441183062403237,1256.5901244818622
38,85307.12452608848,2,0.16947664889580993,8,84.43705033606089,0.09456561417066739,294,0.3015937223563556,45.14136720176117,0,0,21,10,0.19418490075293132,1,3.2966266657262078,0,4.648724439193726,83.85586427461406,48.45937588483972,6.86376357366453,903.1320611896347
56,73224.59635424176,3,7.701582117570959,4,71.76556837688817,0.08108617277112959,330,0.15966202540313174,53.17818768243326,1,0,25,15,0.339086990780196,3,4.917058392132873,6,6.47887249173292,72.49394406104554,25.578154997940796,2.4668386538755724,728.9626124311427
36,59880.41038025074,2,8.071555373648826,7,100.67610752017248,0.041760030131543883,336,0.0514813837300068,65.15568969924895,1,1,25,14,0.2160202592651299,1,2.8125353948806797,4,6.08592086605168,24.719762253989785,9.193530876291733,4.398447446836339,990.3924446490175
40,82199.16208335038,5,1.2020722912057624,7,66.22528564098944,0.10700072434378076,203,0.0,43.31363810304727,0,1,15,19,0.24888947876712147,1,4.750547881266323,6,0.7052205378860743,72.01869343191709,34.46456959034036,9.637335466282927,1018.4785384892826
28,61160.524614714275,5,2.6558283295860607,16,65.46102081965302,0.11464759167594175,288,0.326084951999931,36.77058853599239,0,0,17,13,0.0,4,4.657454080979047,4,0.6495243408219176,24.653919787694168,38.08277579451947,6.258759726865741,1198.6789863863833
28,47080.73698007604,5,0.1755236336662891,5,23.411023778718516,0.03992059059297412,45,0.26166639764711186,28.359278209959314,1,0,18,17,0.5092098571617909,4,2.015050449379979,4,9.65257831155212,21.460819173170165,4.5132877217320075,9.490572346411257,1075.508913261028
41,82846.86115904486,2,2.933086107805647,11,68.92062902845106,0.1226581802030288,317,0.2087973547129169,57.20095426856156,1,0,22,20,0.3550556932826232,1,2.6072776283373096,0,1.5180545503977105,54.71279542305324,42.656817351930215,7.224414032485758,1053.0315650563193
53,68083.65065526988,4,7.731418739186715,19,106.17433357844564,0.11165897618974294,198,0.15597253631491964,70.74791772994016,1,0,22,23,0.22326525140618353,2,3.5732099139767324,2,2.9446246401172194,67.88544438340625,41.636797109797016,7.246667696671729,1376.5618775653286
57,44441.30768510315,4,5.179605277125789,10,38.55414627655122,0.15067228799418822,216,0.1471001585796873,68.99495401934433,0,0,22,10,0.1875344311667006,4,3.0721835376455666,3,7.6763448215616545,5.30517659116806,24.15451164791678,5.918571736902056,918.5931797512891
41,57144.91982874588,1,3.480955931682881,10,60.96159719541565,0.16061840589509518,309,0.09242633515583887,60.648991222208565,0,0,23,4,0.2504351247120659,2,1.3838341194526973,1,4.096770758231749,6.002260112460844,28.460703412177548,1.422085948147268,1010.784659590116
20,46865.726199228644,5,3.717392949063303,13,88.7813711178034,0.10471396468071398,332,0.15685443554401152,59.57814975901398,1,0,22,14,0.37168795348194517,2,4.974792120508633,2,1.814648532600327,78.41706868167898,35.956995121835035,5.197142908862878,1088.530814277866
39,39258.00403553496,4,0.013536257154681541,3,35.102664522145446,0.048181755793395224,184,0.0,75.4643566956401,1,1,19,20,0.11079150744150743,1,4.0106160048451205,3,4.672323823097814,85.94972509654798,34.16065812808011,2.52666200503471,811.5139661246476
19,73892.66321297461,1,2.9980052756523587,7,69.78602772980472,0.05846892097276776,27,0.12639363465314857,54.98122192125216,0,1,23,16,0.28584155807056616,2,2.750776152898847,2,5.689499707633658,60.4440916341894,1.8102629314672443,9.986725543512803,1119.5384659933372
41,88641.24960705196,4,6.464587416379305,9,102.81726431221493,0.18810638315395456,166,0.16890624836489063,59.69194514036258,1,1,17,11,0.4770641872462673,1,3.4726741986651652,3,4.527666092780756,42.88280097068859,6.999329888575803,2.6696194010122056,1049.5095826141032
61,39021.48639271288,5,9.741944438163571,15,120.86051603697979,0.10827446965612803,318,0.26098800471904193,45.188242072220014,1,0,23,18,0.18660536640321956,3,1.3502912690649205,1,9.18946075472109,84.53164795991859,8.96693723328104,2.306858434614485,1169.103250511154
